prompt_id,split,split_rule
P000748,train,prompt_disjoint_v1
P005330,train,prompt_disjoint_v1
P000451,train,prompt_disjoint_v1
P006485,train,prompt_disjoint_v1
P004714,train,prompt_disjoint_v1
P002635,train,prompt_disjoint_v1
P001374,train,prompt_disjoint_v1
P006950,train,prompt_disjoint_v1
P000338,train,prompt_disjoint_v1
P005433,train,prompt_disjoint_v1
P006205,train,prompt_disjoint_v1
P004550,train,prompt_disjoint_v1
P001070,train,prompt_disjoint_v1
P004530,train,prompt_disjoint_v1
P001372,train,prompt_disjoint_v1
P002215,train,prompt_disjoint_v1
P003784,train,prompt_disjoint_v1
P003839,train,prompt_disjoint_v1
P003186,train,prompt_disjoint_v1
P006106,train,prompt_disjoint_v1
P004361,train,prompt_disjoint_v1
P002596,train,prompt_disjoint_v1
P007126,train,prompt_disjoint_v1
P005897,train,prompt_disjoint_v1
P002314,train,prompt_disjoint_v1
P006131,train,prompt_disjoint_v1
P006168,train,prompt_disjoint_v1
P000355,train,prompt_disjoint_v1
P000160,train,prompt_disjoint_v1
P005794,train,prompt_disjoint_v1
P002111,train,prompt_disjoint_v1
P001919,train,prompt_disjoint_v1
P004047,train,prompt_disjoint_v1
P003606,train,prompt_disjoint_v1
P006668,train,prompt_disjoint_v1
P006516,train,prompt_disjoint_v1
P005294,train,prompt_disjoint_v1
P006166,train,prompt_disjoint_v1
P006372,train,prompt_disjoint_v1
P006567,train,prompt_disjoint_v1
P003306,train,prompt_disjoint_v1
P001443,train,prompt_disjoint_v1
P006660,train,prompt_disjoint_v1
P004128,train,prompt_disjoint_v1
P005282,train,prompt_disjoint_v1
P004402,train,prompt_disjoint_v1
P003874,train,prompt_disjoint_v1
P005991,train,prompt_disjoint_v1
P006886,train,prompt_disjoint_v1
P003274,train,prompt_disjoint_v1
P005082,train,prompt_disjoint_v1
P007065,train,prompt_disjoint_v1
P005408,train,prompt_disjoint_v1
P004377,train,prompt_disjoint_v1
P006817,train,prompt_disjoint_v1
P003812,train,prompt_disjoint_v1
P001160,train,prompt_disjoint_v1
P006234,train,prompt_disjoint_v1
P003336,train,prompt_disjoint_v1
P002209,train,prompt_disjoint_v1
P005649,train,prompt_disjoint_v1
P004599,train,prompt_disjoint_v1
P000313,train,prompt_disjoint_v1
P003048,train,prompt_disjoint_v1
P004731,train,prompt_disjoint_v1
P003382,train,prompt_disjoint_v1
P000242,train,prompt_disjoint_v1
P003353,train,prompt_disjoint_v1
P001485,train,prompt_disjoint_v1
P005791,train,prompt_disjoint_v1
P006181,train,prompt_disjoint_v1
P002989,train,prompt_disjoint_v1
P002429,train,prompt_disjoint_v1
P003706,train,prompt_disjoint_v1
P003119,train,prompt_disjoint_v1
P005499,train,prompt_disjoint_v1
P006396,train,prompt_disjoint_v1
P003603,train,prompt_disjoint_v1
P000712,train,prompt_disjoint_v1
P000657,train,prompt_disjoint_v1
P002797,train,prompt_disjoint_v1
P000100,train,prompt_disjoint_v1
P004382,train,prompt_disjoint_v1
P000571,train,prompt_disjoint_v1
P000663,train,prompt_disjoint_v1
P003093,train,prompt_disjoint_v1
P006492,train,prompt_disjoint_v1
P005532,train,prompt_disjoint_v1
P002439,train,prompt_disjoint_v1
P005521,train,prompt_disjoint_v1
P006613,train,prompt_disjoint_v1
P003149,train,prompt_disjoint_v1
P006153,train,prompt_disjoint_v1
P002920,train,prompt_disjoint_v1
P004710,train,prompt_disjoint_v1
P005077,train,prompt_disjoint_v1
P001976,train,prompt_disjoint_v1
P000959,train,prompt_disjoint_v1
P005156,train,prompt_disjoint_v1
P002662,train,prompt_disjoint_v1
P000017,train,prompt_disjoint_v1
P007152,train,prompt_disjoint_v1
P006867,train,prompt_disjoint_v1
P000949,train,prompt_disjoint_v1
P006748,train,prompt_disjoint_v1
P001817,train,prompt_disjoint_v1
P005549,train,prompt_disjoint_v1
P006209,train,prompt_disjoint_v1
P002097,train,prompt_disjoint_v1
P000982,train,prompt_disjoint_v1
P000116,train,prompt_disjoint_v1
P000510,train,prompt_disjoint_v1
P000136,train,prompt_disjoint_v1
P000263,train,prompt_disjoint_v1
P003175,train,prompt_disjoint_v1
P000107,train,prompt_disjoint_v1
P005873,train,prompt_disjoint_v1
P004822,train,prompt_disjoint_v1
P002432,train,prompt_disjoint_v1
P001130,train,prompt_disjoint_v1
P000789,train,prompt_disjoint_v1
P003124,train,prompt_disjoint_v1
P005442,train,prompt_disjoint_v1
P002569,train,prompt_disjoint_v1
P006696,train,prompt_disjoint_v1
P001445,train,prompt_disjoint_v1
P004457,train,prompt_disjoint_v1
P001071,train,prompt_disjoint_v1
P004669,train,prompt_disjoint_v1
P006661,train,prompt_disjoint_v1
P004703,train,prompt_disjoint_v1
P003462,train,prompt_disjoint_v1
P002605,train,prompt_disjoint_v1
P007071,train,prompt_disjoint_v1
P005215,train,prompt_disjoint_v1
P004947,train,prompt_disjoint_v1
P003005,train,prompt_disjoint_v1
P004298,train,prompt_disjoint_v1
P003522,train,prompt_disjoint_v1
P003972,train,prompt_disjoint_v1
P000803,train,prompt_disjoint_v1
P004134,train,prompt_disjoint_v1
P006346,train,prompt_disjoint_v1
P002991,train,prompt_disjoint_v1
P000348,train,prompt_disjoint_v1
P006174,train,prompt_disjoint_v1
P005735,train,prompt_disjoint_v1
P004464,train,prompt_disjoint_v1
P000634,train,prompt_disjoint_v1
P006975,train,prompt_disjoint_v1
P002900,train,prompt_disjoint_v1
P001165,train,prompt_disjoint_v1
P006198,train,prompt_disjoint_v1
P005350,train,prompt_disjoint_v1
P000915,train,prompt_disjoint_v1
P004956,train,prompt_disjoint_v1
P005481,train,prompt_disjoint_v1
P003009,train,prompt_disjoint_v1
P000306,train,prompt_disjoint_v1
P006051,train,prompt_disjoint_v1
P003067,train,prompt_disjoint_v1
P004194,train,prompt_disjoint_v1
P003807,train,prompt_disjoint_v1
P001277,train,prompt_disjoint_v1
P006594,train,prompt_disjoint_v1
P003261,train,prompt_disjoint_v1
P006426,train,prompt_disjoint_v1
P000734,train,prompt_disjoint_v1
P003572,train,prompt_disjoint_v1
P001571,train,prompt_disjoint_v1
P001113,train,prompt_disjoint_v1
P004960,train,prompt_disjoint_v1
P006011,train,prompt_disjoint_v1
P002498,train,prompt_disjoint_v1
P005592,train,prompt_disjoint_v1
P003527,train,prompt_disjoint_v1
P000881,train,prompt_disjoint_v1
P003319,train,prompt_disjoint_v1
P007029,train,prompt_disjoint_v1
P006296,train,prompt_disjoint_v1
P002611,train,prompt_disjoint_v1
P007172,train,prompt_disjoint_v1
P004170,train,prompt_disjoint_v1
P002473,train,prompt_disjoint_v1
P004690,train,prompt_disjoint_v1
P002548,train,prompt_disjoint_v1
P003789,train,prompt_disjoint_v1
P002474,train,prompt_disjoint_v1
P005038,train,prompt_disjoint_v1
P002282,train,prompt_disjoint_v1
P000062,train,prompt_disjoint_v1
P004373,train,prompt_disjoint_v1
P004854,train,prompt_disjoint_v1
P002674,train,prompt_disjoint_v1
P006281,train,prompt_disjoint_v1
P002246,train,prompt_disjoint_v1
P000770,train,prompt_disjoint_v1
P005381,train,prompt_disjoint_v1
P006099,train,prompt_disjoint_v1
P007104,train,prompt_disjoint_v1
P005507,train,prompt_disjoint_v1
P003538,train,prompt_disjoint_v1
P006207,train,prompt_disjoint_v1
P006162,train,prompt_disjoint_v1
P004797,train,prompt_disjoint_v1
P005736,train,prompt_disjoint_v1
P005836,train,prompt_disjoint_v1
P004885,train,prompt_disjoint_v1
P002324,train,prompt_disjoint_v1
P002020,train,prompt_disjoint_v1
P005940,train,prompt_disjoint_v1
P005989,train,prompt_disjoint_v1
P000274,train,prompt_disjoint_v1
P005483,train,prompt_disjoint_v1
P000600,train,prompt_disjoint_v1
P006053,train,prompt_disjoint_v1
P004407,train,prompt_disjoint_v1
P003408,train,prompt_disjoint_v1
P006724,train,prompt_disjoint_v1
P003254,train,prompt_disjoint_v1
P000781,train,prompt_disjoint_v1
P002187,train,prompt_disjoint_v1
P003024,train,prompt_disjoint_v1
P001145,train,prompt_disjoint_v1
P005307,train,prompt_disjoint_v1
P006831,train,prompt_disjoint_v1
P006641,train,prompt_disjoint_v1
P003140,train,prompt_disjoint_v1
P001178,train,prompt_disjoint_v1
P004249,train,prompt_disjoint_v1
P005424,train,prompt_disjoint_v1
P005417,train,prompt_disjoint_v1
P002463,train,prompt_disjoint_v1
P004629,train,prompt_disjoint_v1
P003457,train,prompt_disjoint_v1
P004423,train,prompt_disjoint_v1
P002315,train,prompt_disjoint_v1
P004861,train,prompt_disjoint_v1
P000498,train,prompt_disjoint_v1
P004623,train,prompt_disjoint_v1
P000018,train,prompt_disjoint_v1
P004164,train,prompt_disjoint_v1
P002100,train,prompt_disjoint_v1
P006543,train,prompt_disjoint_v1
P002772,train,prompt_disjoint_v1
P006977,train,prompt_disjoint_v1
P004555,train,prompt_disjoint_v1
P003975,train,prompt_disjoint_v1
P000303,train,prompt_disjoint_v1
P006718,train,prompt_disjoint_v1
P000759,train,prompt_disjoint_v1
P004889,train,prompt_disjoint_v1
P002506,train,prompt_disjoint_v1
P002714,train,prompt_disjoint_v1
P005937,train,prompt_disjoint_v1
P004840,train,prompt_disjoint_v1
P003689,train,prompt_disjoint_v1
P005589,train,prompt_disjoint_v1
P001736,train,prompt_disjoint_v1
P001577,train,prompt_disjoint_v1
P005465,train,prompt_disjoint_v1
P005850,train,prompt_disjoint_v1
P002394,train,prompt_disjoint_v1
P006108,train,prompt_disjoint_v1
P006812,train,prompt_disjoint_v1
P002383,train,prompt_disjoint_v1
P005087,train,prompt_disjoint_v1
P001001,train,prompt_disjoint_v1
P003548,train,prompt_disjoint_v1
P000805,train,prompt_disjoint_v1
P004192,train,prompt_disjoint_v1
P001229,train,prompt_disjoint_v1
P006132,train,prompt_disjoint_v1
P006103,train,prompt_disjoint_v1
P002821,train,prompt_disjoint_v1
P001434,train,prompt_disjoint_v1
P001904,train,prompt_disjoint_v1
P000223,train,prompt_disjoint_v1
P001746,train,prompt_disjoint_v1
P004570,train,prompt_disjoint_v1
P000171,train,prompt_disjoint_v1
P002883,train,prompt_disjoint_v1
P005933,train,prompt_disjoint_v1
P005700,train,prompt_disjoint_v1
P006450,train,prompt_disjoint_v1
P003669,train,prompt_disjoint_v1
P001007,train,prompt_disjoint_v1
P000644,train,prompt_disjoint_v1
P002202,train,prompt_disjoint_v1
P003479,train,prompt_disjoint_v1
P006444,train,prompt_disjoint_v1
P001031,train,prompt_disjoint_v1
P004725,train,prompt_disjoint_v1
P001177,train,prompt_disjoint_v1
P005138,train,prompt_disjoint_v1
P002459,train,prompt_disjoint_v1
P004157,train,prompt_disjoint_v1
P004677,train,prompt_disjoint_v1
P005286,train,prompt_disjoint_v1
P002972,train,prompt_disjoint_v1
P004674,train,prompt_disjoint_v1
P003360,train,prompt_disjoint_v1
P004174,train,prompt_disjoint_v1
P000091,train,prompt_disjoint_v1
P000892,train,prompt_disjoint_v1
P004286,train,prompt_disjoint_v1
P001241,train,prompt_disjoint_v1
P007053,train,prompt_disjoint_v1
P000841,train,prompt_disjoint_v1
P001987,train,prompt_disjoint_v1
P002366,train,prompt_disjoint_v1
P005995,train,prompt_disjoint_v1
P001132,train,prompt_disjoint_v1
P000250,train,prompt_disjoint_v1
P005527,train,prompt_disjoint_v1
P002090,train,prompt_disjoint_v1
P005000,train,prompt_disjoint_v1
P000231,train,prompt_disjoint_v1
P004059,train,prompt_disjoint_v1
P005300,train,prompt_disjoint_v1
P005423,train,prompt_disjoint_v1
P000051,train,prompt_disjoint_v1
P004446,train,prompt_disjoint_v1
P005670,train,prompt_disjoint_v1
P005522,train,prompt_disjoint_v1
P001858,train,prompt_disjoint_v1
P000773,train,prompt_disjoint_v1
P004756,train,prompt_disjoint_v1
P002085,train,prompt_disjoint_v1
P004491,train,prompt_disjoint_v1
P007005,train,prompt_disjoint_v1
P003108,train,prompt_disjoint_v1
P001423,train,prompt_disjoint_v1
P004626,train,prompt_disjoint_v1
P006289,train,prompt_disjoint_v1
P005853,train,prompt_disjoint_v1
P002634,train,prompt_disjoint_v1
P001697,train,prompt_disjoint_v1
P002400,train,prompt_disjoint_v1
P003314,train,prompt_disjoint_v1
P007073,train,prompt_disjoint_v1
P004878,train,prompt_disjoint_v1
P001325,train,prompt_disjoint_v1
P004511,train,prompt_disjoint_v1
P003535,train,prompt_disjoint_v1
P003842,train,prompt_disjoint_v1
P004282,train,prompt_disjoint_v1
P002076,train,prompt_disjoint_v1
P002155,train,prompt_disjoint_v1
P001936,train,prompt_disjoint_v1
P002771,train,prompt_disjoint_v1
P001481,train,prompt_disjoint_v1
P001285,train,prompt_disjoint_v1
P003344,train,prompt_disjoint_v1
P000702,train,prompt_disjoint_v1
P005814,train,prompt_disjoint_v1
P005917,train,prompt_disjoint_v1
P005221,train,prompt_disjoint_v1
P001579,train,prompt_disjoint_v1
P001578,train,prompt_disjoint_v1
P002240,train,prompt_disjoint_v1
P004481,train,prompt_disjoint_v1
P000155,train,prompt_disjoint_v1
P005864,train,prompt_disjoint_v1
P002663,train,prompt_disjoint_v1
P001844,train,prompt_disjoint_v1
P006119,train,prompt_disjoint_v1
P000218,train,prompt_disjoint_v1
P001232,train,prompt_disjoint_v1
P003453,train,prompt_disjoint_v1
P005510,train,prompt_disjoint_v1
P004283,train,prompt_disjoint_v1
P004294,train,prompt_disjoint_v1
P002957,train,prompt_disjoint_v1
P003280,train,prompt_disjoint_v1
P006338,train,prompt_disjoint_v1
P006123,train,prompt_disjoint_v1
P003335,train,prompt_disjoint_v1
P001493,train,prompt_disjoint_v1
P001676,train,prompt_disjoint_v1
P004367,train,prompt_disjoint_v1
P004002,train,prompt_disjoint_v1
P006179,train,prompt_disjoint_v1
P003818,train,prompt_disjoint_v1
P003837,train,prompt_disjoint_v1
P001225,train,prompt_disjoint_v1
P004653,train,prompt_disjoint_v1
P005406,train,prompt_disjoint_v1
P000011,train,prompt_disjoint_v1
P001705,train,prompt_disjoint_v1
P005208,train,prompt_disjoint_v1
P005577,train,prompt_disjoint_v1
P001470,train,prompt_disjoint_v1
P001758,train,prompt_disjoint_v1
P002323,train,prompt_disjoint_v1
P000513,train,prompt_disjoint_v1
P006876,train,prompt_disjoint_v1
P006371,train,prompt_disjoint_v1
P001496,train,prompt_disjoint_v1
P004219,train,prompt_disjoint_v1
P002182,train,prompt_disjoint_v1
P004633,train,prompt_disjoint_v1
P002762,train,prompt_disjoint_v1
P000628,train,prompt_disjoint_v1
P006081,train,prompt_disjoint_v1
P006517,train,prompt_disjoint_v1
P002453,train,prompt_disjoint_v1
P002316,train,prompt_disjoint_v1
P003728,train,prompt_disjoint_v1
P000454,train,prompt_disjoint_v1
P004729,train,prompt_disjoint_v1
P001877,train,prompt_disjoint_v1
P002796,train,prompt_disjoint_v1
P002211,train,prompt_disjoint_v1
P004173,train,prompt_disjoint_v1
P001124,train,prompt_disjoint_v1
P001907,train,prompt_disjoint_v1
P002884,train,prompt_disjoint_v1
P002959,train,prompt_disjoint_v1
P000022,train,prompt_disjoint_v1
P004833,train,prompt_disjoint_v1
P001856,train,prompt_disjoint_v1
P006012,train,prompt_disjoint_v1
P003097,train,prompt_disjoint_v1
P003600,train,prompt_disjoint_v1
P003332,train,prompt_disjoint_v1
P000912,train,prompt_disjoint_v1
P006304,train,prompt_disjoint_v1
P004872,train,prompt_disjoint_v1
P005276,train,prompt_disjoint_v1
P001654,train,prompt_disjoint_v1
P004502,train,prompt_disjoint_v1
P007063,train,prompt_disjoint_v1
P000947,train,prompt_disjoint_v1
P004845,train,prompt_disjoint_v1
P005338,train,prompt_disjoint_v1
P001435,train,prompt_disjoint_v1
P005032,train,prompt_disjoint_v1
P003656,train,prompt_disjoint_v1
P002562,train,prompt_disjoint_v1
P001957,train,prompt_disjoint_v1
P002295,train,prompt_disjoint_v1
P003262,train,prompt_disjoint_v1
P002049,train,prompt_disjoint_v1
P006481,train,prompt_disjoint_v1
P001692,train,prompt_disjoint_v1
P003308,train,prompt_disjoint_v1
P003657,train,prompt_disjoint_v1
P000599,train,prompt_disjoint_v1
P006730,train,prompt_disjoint_v1
P005672,train,prompt_disjoint_v1
P005619,train,prompt_disjoint_v1
P002981,train,prompt_disjoint_v1
P000647,train,prompt_disjoint_v1
P001520,train,prompt_disjoint_v1
P007142,train,prompt_disjoint_v1
P006684,train,prompt_disjoint_v1
P006482,train,prompt_disjoint_v1
P006816,train,prompt_disjoint_v1
P002746,train,prompt_disjoint_v1
P000706,train,prompt_disjoint_v1
P007185,train,prompt_disjoint_v1
P002988,train,prompt_disjoint_v1
P006716,train,prompt_disjoint_v1
P005431,train,prompt_disjoint_v1
P001323,train,prompt_disjoint_v1
P004786,train,prompt_disjoint_v1
P001556,train,prompt_disjoint_v1
P000527,train,prompt_disjoint_v1
P001210,train,prompt_disjoint_v1
P000534,train,prompt_disjoint_v1
P004852,train,prompt_disjoint_v1
P004896,train,prompt_disjoint_v1
P006648,train,prompt_disjoint_v1
P004487,train,prompt_disjoint_v1
P000458,train,prompt_disjoint_v1
P003081,train,prompt_disjoint_v1
P002359,train,prompt_disjoint_v1
P006314,train,prompt_disjoint_v1
P000069,train,prompt_disjoint_v1
P005361,train,prompt_disjoint_v1
P004630,train,prompt_disjoint_v1
P006032,train,prompt_disjoint_v1
P006370,train,prompt_disjoint_v1
P002553,train,prompt_disjoint_v1
P002388,train,prompt_disjoint_v1
P003156,train,prompt_disjoint_v1
P000401,train,prompt_disjoint_v1
P001431,train,prompt_disjoint_v1
P005976,train,prompt_disjoint_v1
P006300,train,prompt_disjoint_v1
P004719,train,prompt_disjoint_v1
P000094,train,prompt_disjoint_v1
P005347,train,prompt_disjoint_v1
P005568,train,prompt_disjoint_v1
P006872,train,prompt_disjoint_v1
P006810,train,prompt_disjoint_v1
P005770,train,prompt_disjoint_v1
P005999,train,prompt_disjoint_v1
P006190,train,prompt_disjoint_v1
P001882,train,prompt_disjoint_v1
P003882,train,prompt_disjoint_v1
P005652,train,prompt_disjoint_v1
P006439,train,prompt_disjoint_v1
P006702,train,prompt_disjoint_v1
P005880,train,prompt_disjoint_v1
P004770,train,prompt_disjoint_v1
P005948,train,prompt_disjoint_v1
P001050,train,prompt_disjoint_v1
P004850,train,prompt_disjoint_v1
P004918,train,prompt_disjoint_v1
P002349,train,prompt_disjoint_v1
P003519,train,prompt_disjoint_v1
P002685,train,prompt_disjoint_v1
P006378,train,prompt_disjoint_v1
P003952,train,prompt_disjoint_v1
P006435,train,prompt_disjoint_v1
P003013,train,prompt_disjoint_v1
P001449,train,prompt_disjoint_v1
P005754,train,prompt_disjoint_v1
P006120,train,prompt_disjoint_v1
P001606,train,prompt_disjoint_v1
P005152,train,prompt_disjoint_v1
P001617,train,prompt_disjoint_v1
P004410,train,prompt_disjoint_v1
P000172,train,prompt_disjoint_v1
P007188,train,prompt_disjoint_v1
P004567,train,prompt_disjoint_v1
P000145,train,prompt_disjoint_v1
P002867,train,prompt_disjoint_v1
P006238,train,prompt_disjoint_v1
P000457,train,prompt_disjoint_v1
P001190,train,prompt_disjoint_v1
P004660,train,prompt_disjoint_v1
P005450,train,prompt_disjoint_v1
P002734,train,prompt_disjoint_v1
P000249,train,prompt_disjoint_v1
P003331,train,prompt_disjoint_v1
P005621,train,prompt_disjoint_v1
P001022,train,prompt_disjoint_v1
P000819,train,prompt_disjoint_v1
P005120,train,prompt_disjoint_v1
P000298,train,prompt_disjoint_v1
P002112,train,prompt_disjoint_v1
P000423,train,prompt_disjoint_v1
P007147,train,prompt_disjoint_v1
P000638,train,prompt_disjoint_v1
P000618,train,prompt_disjoint_v1
P004329,train,prompt_disjoint_v1
P000253,train,prompt_disjoint_v1
P003805,train,prompt_disjoint_v1
P002576,train,prompt_disjoint_v1
P006965,train,prompt_disjoint_v1
P003629,train,prompt_disjoint_v1
P002792,train,prompt_disjoint_v1
P000344,train,prompt_disjoint_v1
P002397,train,prompt_disjoint_v1
P004109,train,prompt_disjoint_v1
P006418,train,prompt_disjoint_v1
P006228,train,prompt_disjoint_v1
P003375,train,prompt_disjoint_v1
P002723,train,prompt_disjoint_v1
P001565,train,prompt_disjoint_v1
P006771,train,prompt_disjoint_v1
P004223,train,prompt_disjoint_v1
P003072,train,prompt_disjoint_v1
P006820,train,prompt_disjoint_v1
P002468,train,prompt_disjoint_v1
P000477,train,prompt_disjoint_v1
P001199,train,prompt_disjoint_v1
P001544,train,prompt_disjoint_v1
P000212,train,prompt_disjoint_v1
P001264,train,prompt_disjoint_v1
P006740,train,prompt_disjoint_v1
P005213,train,prompt_disjoint_v1
P000575,train,prompt_disjoint_v1
P004314,train,prompt_disjoint_v1
P006111,train,prompt_disjoint_v1
P004454,train,prompt_disjoint_v1
P000555,train,prompt_disjoint_v1
P004525,train,prompt_disjoint_v1
P000997,train,prompt_disjoint_v1
P002706,train,prompt_disjoint_v1
P003038,train,prompt_disjoint_v1
P000605,train,prompt_disjoint_v1
P004323,train,prompt_disjoint_v1
P006029,train,prompt_disjoint_v1
P006577,train,prompt_disjoint_v1
P005517,train,prompt_disjoint_v1
P005437,train,prompt_disjoint_v1
P006275,train,prompt_disjoint_v1
P000360,train,prompt_disjoint_v1
P000075,train,prompt_disjoint_v1
P004900,train,prompt_disjoint_v1
P004079,train,prompt_disjoint_v1
P007096,train,prompt_disjoint_v1
P004785,train,prompt_disjoint_v1
P002053,train,prompt_disjoint_v1
P005561,train,prompt_disjoint_v1
P000221,train,prompt_disjoint_v1
P005479,train,prompt_disjoint_v1
P004416,train,prompt_disjoint_v1
P005452,train,prompt_disjoint_v1
P001086,train,prompt_disjoint_v1
P001663,train,prompt_disjoint_v1
P004978,train,prompt_disjoint_v1
P003020,train,prompt_disjoint_v1
P003248,train,prompt_disjoint_v1
P007171,train,prompt_disjoint_v1
P000747,train,prompt_disjoint_v1
P005574,train,prompt_disjoint_v1
P006295,train,prompt_disjoint_v1
P002676,train,prompt_disjoint_v1
P002612,train,prompt_disjoint_v1
P004776,train,prompt_disjoint_v1
P002168,train,prompt_disjoint_v1
P000623,train,prompt_disjoint_v1
P002960,train,prompt_disjoint_v1
P003147,train,prompt_disjoint_v1
P003672,train,prompt_disjoint_v1
P000166,train,prompt_disjoint_v1
P000983,train,prompt_disjoint_v1
P004106,train,prompt_disjoint_v1
P004022,train,prompt_disjoint_v1
P005878,train,prompt_disjoint_v1
P004887,train,prompt_disjoint_v1
P005751,train,prompt_disjoint_v1
P000887,train,prompt_disjoint_v1
P004225,train,prompt_disjoint_v1
P000036,train,prompt_disjoint_v1
P002589,train,prompt_disjoint_v1
P001644,train,prompt_disjoint_v1
P000557,train,prompt_disjoint_v1
P005229,train,prompt_disjoint_v1
P002819,train,prompt_disjoint_v1
P004879,train,prompt_disjoint_v1
P005303,train,prompt_disjoint_v1
P004183,train,prompt_disjoint_v1
P005514,train,prompt_disjoint_v1
P006247,train,prompt_disjoint_v1
P003942,train,prompt_disjoint_v1
P003549,train,prompt_disjoint_v1
P000351,train,prompt_disjoint_v1
P001228,train,prompt_disjoint_v1
P003199,train,prompt_disjoint_v1
P003467,train,prompt_disjoint_v1
P002546,train,prompt_disjoint_v1
P005605,train,prompt_disjoint_v1
P003287,train,prompt_disjoint_v1
P003974,train,prompt_disjoint_v1
P006490,train,prompt_disjoint_v1
P003966,train,prompt_disjoint_v1
P001144,train,prompt_disjoint_v1
P001305,train,prompt_disjoint_v1
P003532,train,prompt_disjoint_v1
P007020,train,prompt_disjoint_v1
P001771,train,prompt_disjoint_v1
P000880,train,prompt_disjoint_v1
P000296,train,prompt_disjoint_v1
P001954,train,prompt_disjoint_v1
P002736,train,prompt_disjoint_v1
P006984,train,prompt_disjoint_v1
P003722,train,prompt_disjoint_v1
P001127,train,prompt_disjoint_v1
P001970,train,prompt_disjoint_v1
P005996,train,prompt_disjoint_v1
P003849,train,prompt_disjoint_v1
P004510,train,prompt_disjoint_v1
P002008,train,prompt_disjoint_v1
P000093,train,prompt_disjoint_v1
P000695,train,prompt_disjoint_v1
P000620,train,prompt_disjoint_v1
P001304,train,prompt_disjoint_v1
P006893,train,prompt_disjoint_v1
P004375,train,prompt_disjoint_v1
P004322,train,prompt_disjoint_v1
P000191,train,prompt_disjoint_v1
P002191,train,prompt_disjoint_v1
P006679,train,prompt_disjoint_v1
P000260,train,prompt_disjoint_v1
P000541,train,prompt_disjoint_v1
P003000,train,prompt_disjoint_v1
P001297,train,prompt_disjoint_v1
P000365,train,prompt_disjoint_v1
P000986,train,prompt_disjoint_v1
P000890,train,prompt_disjoint_v1
P002288,train,prompt_disjoint_v1
P001452,train,prompt_disjoint_v1
P005384,train,prompt_disjoint_v1
P002564,train,prompt_disjoint_v1
P005899,train,prompt_disjoint_v1
P004654,train,prompt_disjoint_v1
P002824,train,prompt_disjoint_v1
P006635,train,prompt_disjoint_v1
P005907,train,prompt_disjoint_v1
P000154,train,prompt_disjoint_v1
P005988,train,prompt_disjoint_v1
P005927,train,prompt_disjoint_v1
P001546,train,prompt_disjoint_v1
P001460,train,prompt_disjoint_v1
P006675,train,prompt_disjoint_v1
P003086,train,prompt_disjoint_v1
P002414,train,prompt_disjoint_v1
P002195,train,prompt_disjoint_v1
P006600,train,prompt_disjoint_v1
P000456,train,prompt_disjoint_v1
P000161,train,prompt_disjoint_v1
P003258,train,prompt_disjoint_v1
P002401,train,prompt_disjoint_v1
P005548,train,prompt_disjoint_v1
P002025,train,prompt_disjoint_v1
P004387,train,prompt_disjoint_v1
P005598,train,prompt_disjoint_v1
P006940,train,prompt_disjoint_v1
P006974,train,prompt_disjoint_v1
P004760,train,prompt_disjoint_v1
P002163,train,prompt_disjoint_v1
P000203,train,prompt_disjoint_v1
P006752,train,prompt_disjoint_v1
P002121,train,prompt_disjoint_v1
P004659,train,prompt_disjoint_v1
P001610,train,prompt_disjoint_v1
P006385,train,prompt_disjoint_v1
P002869,train,prompt_disjoint_v1
P001933,train,prompt_disjoint_v1
P006263,train,prompt_disjoint_v1
P003526,train,prompt_disjoint_v1
P002265,train,prompt_disjoint_v1
P005016,train,prompt_disjoint_v1
P004868,train,prompt_disjoint_v1
P004133,train,prompt_disjoint_v1
P000023,train,prompt_disjoint_v1
P003231,train,prompt_disjoint_v1
P001876,train,prompt_disjoint_v1
P001462,train,prompt_disjoint_v1
P002508,train,prompt_disjoint_v1
P001200,train,prompt_disjoint_v1
P001215,train,prompt_disjoint_v1
P001336,train,prompt_disjoint_v1
P002055,train,prompt_disjoint_v1
P001559,train,prompt_disjoint_v1
P001211,train,prompt_disjoint_v1
P004340,train,prompt_disjoint_v1
P004794,train,prompt_disjoint_v1
P005819,train,prompt_disjoint_v1
P000413,train,prompt_disjoint_v1
P006169,train,prompt_disjoint_v1
P000596,train,prompt_disjoint_v1
P002197,train,prompt_disjoint_v1
P000972,train,prompt_disjoint_v1
P002965,train,prompt_disjoint_v1
P001268,train,prompt_disjoint_v1
P004224,train,prompt_disjoint_v1
P005148,train,prompt_disjoint_v1
P000528,train,prompt_disjoint_v1
P002146,train,prompt_disjoint_v1
P003643,train,prompt_disjoint_v1
P000515,train,prompt_disjoint_v1
P007139,train,prompt_disjoint_v1
P006405,train,prompt_disjoint_v1
P001584,train,prompt_disjoint_v1
P004455,train,prompt_disjoint_v1
P005284,train,prompt_disjoint_v1
P004452,train,prompt_disjoint_v1
P005542,train,prompt_disjoint_v1
P006603,train,prompt_disjoint_v1
P006326,train,prompt_disjoint_v1
P006529,train,prompt_disjoint_v1
P002379,train,prompt_disjoint_v1
P003586,train,prompt_disjoint_v1
P002428,train,prompt_disjoint_v1
P005780,train,prompt_disjoint_v1
P002266,train,prompt_disjoint_v1
P004176,train,prompt_disjoint_v1
P000267,train,prompt_disjoint_v1
P003598,train,prompt_disjoint_v1
P000362,train,prompt_disjoint_v1
